Gmt time,Open,High,Low,Close,Volume
23.04.2019 07:00:00.000,542.797,547.398,542.797,546.998,0.0135
23.04.2019 07:01:00.000,546.998,546.998,545.997,546.198,0.0133
23.04.2019 07:02:00.000,546.197,546.998,546.197,546.998,0.007
23.04.2019 07:03:00.000,546.998,546.998,546.997,546.998,0.0037
23.04.2019 07:04:00.000,546.998,546.998,546.397,546.398,0.0076
23.04.2019 07:05:00.000,546.397,547.198,546.397,546.997,0.0161
23.04.2019 07:06:00.000,546.997,546.997,545.397,545.398,0.0029
23.04.2019 07:07:00.000,545.997,545.998,545.997,545.998,0.0004
23.04.2019 07:08:00.000,545.997,545.998,544.997,545.998,0.0024
23.04.2019 07:09:00.000,545.997,546.198,545.997,545.997,0.004
23.04.2019 07:10:00.000,545.998,545.998,545.197,545.398,0.0021
23.04.2019 07:11:00.000,544.998,544.998,543.998,544.398,0.0034
23.04.2019 07:12:00.000,544.598,544.998,544.197,544.398,0.0024
23.04.2019 07:13:00.000,544.397,544.798,544.198,544.798,0.0022
23.04.2019 07:14:00.000,544.797,544.798,544.797,544.797,0.0025
23.04.2019 07:15:00.000,544.998,544.998,544.998,544.998,0.0025
23.04.2019 07:16:00.000,544.998,544.998,544.998,544.998,0.0018
23.04.2019 07:17:00.000,544.998,545.398,544.997,545.397,0.0068
23.04.2019 07:18:00.000,545.598,545.798,545.597,545.598,0.0073
23.04.2019 07:19:00.000,545.598,545.598,545.597,545.598,0.0083
23.04.2019 07:20:00.000,544.798,544.997,544.197,544.598,0.0205
23.04.2019 07:21:00.000,544.597,544.798,544.597,544.798,0.0037
23.04.2019 07:22:00.000,544.798,544.798,544.197,544.198,0.0066
23.04.2019 07:23:00.000,544.198,544.198,543.598,544.198,0.003
23.04.2019 07:24:00.000,544.398,544.598,544.197,544.198,0.0114
23.04.2019 07:25:00.000,544.397,544.398,543.397,543.397,0.0054
23.04.2019 07:26:00.000,543.798,543.998,543.398,543.398,0.0008
23.04.2019 07:27:00.000,543.997,543.998,543.397,543.398,0.0033
23.04.2019 07:28:00.000,543.798,543.798,542.998,542.998,0.0012
23.04.2019 07:29:00.000,542.798,542.998,542.198,542.198,0.0025
23.04.2019 07:30:00.000,542.197,543.598,542.197,543.598,0.0118
23.04.2019 07:31:00.000,543.797,543.797,543.797,543.797,0.0013
23.04.2019 07:32:00.000,542.798,543.598,542.797,543.598,0.0047
23.04.2019 07:33:00.000,543.597,543.598,543.597,543.598,0.0011
23.04.2019 07:35:00.000,543.197,543.398,542.998,543.398,0.006
23.04.2019 07:36:00.000,542.998,543.198,542.597,542.597,0.0109
23.04.2019 07:38:00.000,542.998,542.998,542.997,542.997,0.0045
23.04.2019 07:39:00.000,542.998,542.998,542.998,542.998,0.0008
23.04.2019 07:40:00.000,543.198,543.798,543.198,543.798,0.0101
23.04.2019 07:41:00.000,543.797,543.797,543.797,543.797,0.0015
23.04.2019 07:42:00.000,543.998,543.998,543.598,543.598,0.0143
23.04.2019 07:43:00.000,543.798,544.198,543.797,543.998,0.0062
23.04.2019 07:44:00.000,544.198,544.198,544.198,544.198,0.0004
23.04.2019 07:45:00.000,544.197,544.197,544.197,544.197,0.0012
23.04.2019 07:46:00.000,544.198,544.198,543.797,543.998,0.0056
23.04.2019 07:48:00.000,543.798,543.998,543.797,543.997,0.0054
23.04.2019 07:49:00.000,544.198,544.198,543.797,543.798,0.0142
23.04.2019 07:50:00.000,543.797,543.798,543.797,543.798,0.0018
23.04.2019 07:51:00.000,543.797,543.997,543.797,543.798,0.0023
23.04.2019 07:52:00.000,543.797,543.997,543.797,543.797,0.0057
23.04.2019 07:54:00.000,543.798,543.798,543.798,543.798,0.004
23.04.2019 07:57:00.000,543.797,543.798,543.797,543.798,0.0032
23.04.2019 07:58:00.000,543.797,543.798,542.997,542.998,0.0141
23.04.2019 07:59:00.000,542.997,542.998,542.997,542.997,0.0076
23.04.2019 08:00:00.000,542.998,543.198,542.997,542.998,0.0259
23.04.2019 08:01:00.000,542.998,542.998,542.998,542.998,0.0007
23.04.2019 08:02:00.000,542.997,542.998,542.598,542.798,0.0071
23.04.2019 08:03:00.000,542.797,543.197,542.797,543.197,0.0094
23.04.2019 08:04:00.000,543.198,543.398,543.198,543.398,0.0048
23.04.2019 08:05:00.000,543.398,543.398,543.398,543.398,0.0021
23.04.2019 08:06:00.000,543.397,543.398,543.397,543.398,0.0122
23.04.2019 08:07:00.000,543.598,543.998,543.597,543.797,0.014
23.04.2019 08:08:00.000,543.798,543.798,543.797,543.798,0.0047
23.04.2019 08:09:00.000,543.797,543.798,543.797,543.798,0.0064
23.04.2019 08:10:00.000,543.997,543.997,543.797,543.797,0.0031
23.04.2019 08:11:00.000,543.798,543.798,543.598,543.598,0.0006
23.04.2019 08:12:00.000,543.797,543.797,543.797,543.797,0.0006
23.04.2019 08:13:00.000,543.798,543.998,543.798,543.997,0.0083
23.04.2019 08:14:00.000,543.998,543.998,543.397,543.597,0.0055
23.04.2019 08:15:00.000,543.598,543.598,543.198,543.398,0.0075
23.04.2019 08:16:00.000,543.398,543.398,543.198,543.198,0.0001
23.04.2019 08:17:00.000,543.198,543.198,542.598,542.798,0.0084
23.04.2019 08:18:00.000,542.797,543.198,542.797,542.997,0.0108
23.04.2019 08:19:00.000,542.998,543.198,542.998,543.198,0.0046
23.04.2019 08:22:00.000,543.398,543.398,543.398,543.398,0.0006
23.04.2019 08:23:00.000,543.598,543.998,543.597,543.998,0.0091
23.04.2019 08:24:00.000,543.797,544.198,543.797,544.198,0.0087
23.04.2019 08:25:00.000,544.197,544.198,544.197,544.197,0.0266
23.04.2019 08:26:00.000,544.198,544.198,544.197,544.197,0.0041
23.04.2019 08:27:00.000,544.198,544.398,544.198,544.398,0.0029
23.04.2019 08:28:00.000,544.397,544.598,544.397,544.598,0.0169
23.04.2019 08:29:00.000,544.597,544.598,544.197,544.198,0.0216
23.04.2019 08:30:00.000,544.397,544.398,544.397,544.397,0.0037
23.04.2019 08:31:00.000,544.397,544.398,544.397,544.398,0.0032
23.04.2019 08:32:00.000,544.597,544.598,544.397,544.397,0.0038
23.04.2019 08:33:00.000,544.598,544.598,544.398,544.398,0.0011
23.04.2019 08:34:00.000,544.397,544.398,544.397,544.398,0.0028
23.04.2019 08:35:00.000,544.397,544.398,544.198,544.198,0.007
23.04.2019 08:36:00.000,543.798,543.998,543.598,543.798,0.0025
23.04.2019 08:37:00.000,543.798,543.798,543.597,543.798,0.0036
23.04.2019 08:38:00.000,543.797,543.798,543.598,543.798,0.0008
23.04.2019 08:39:00.000,543.797,543.797,543.797,543.797,0.0006
23.04.2019 08:41:00.000,543.798,543.997,543.798,543.798,0.0034
23.04.2019 08:42:00.000,543.797,543.798,543.797,543.798,0.0017
23.04.2019 08:43:00.000,543.797,543.997,543.797,543.798,0.0153
23.04.2019 08:44:00.000,543.797,543.797,543.797,543.797,0.0015
23.04.2019 08:46:00.000,543.798,543.998,543.798,543.997,0.0049
23.04.2019 08:47:00.000,543.997,543.998,543.997,543.998,0.0041
