Gmt time,Open,High,Low,Close,Volume
23.04.2019 07:00:00.000,5289.998,5295.998,5289.998,5295.997,0.0003
23.04.2019 07:03:00.000,5253.997,5255.998,5253.997,5255.998,0
23.04.2019 07:04:00.000,5251.997,5257.998,5251.997,5257.998,0.0001
23.04.2019 07:06:00.000,5261.997,5265.998,5261.997,5265.998,0.0004
23.04.2019 07:07:00.000,5265.998,5265.998,5265.998,5265.998,0.0001
23.04.2019 07:08:00.000,5263.998,5277.998,5263.998,5277.997,0.0003
23.04.2019 07:09:00.000,5277.998,5277.998,5273.998,5273.998,0.0005
23.04.2019 07:10:00.000,5275.998,5283.998,5275.997,5283.998,0.001
23.04.2019 07:11:00.000,5283.998,5287.998,5283.997,5285.998,0.0008
23.04.2019 07:12:00.000,5287.997,5287.998,5285.998,5285.998,0.001
23.04.2019 07:13:00.000,5283.997,5285.998,5283.997,5283.998,0.0003
23.04.2019 07:14:00.000,5283.998,5287.998,5279.997,5279.997,0.0009
23.04.2019 07:15:00.000,5279.998,5279.998,5279.997,5279.998,0.0001
23.04.2019 07:16:00.000,5279.997,5283.998,5279.997,5283.997,0.0001
23.04.2019 07:17:00.000,5281.997,5287.998,5281.997,5287.998,0.0007
23.04.2019 07:18:00.000,5287.997,5287.998,5285.998,5287.997,0.0006
23.04.2019 07:19:00.000,5287.997,5291.998,5287.997,5289.998,0.0008
23.04.2019 07:20:00.000,5291.997,5293.997,5289.998,5291.997,0.0006
23.04.2019 07:21:00.000,5291.997,5291.998,5289.998,5291.998,0.0003
23.04.2019 07:22:00.000,5291.997,5291.997,5289.998,5289.998,0.0001
23.04.2019 07:23:00.000,5291.997,5291.997,5287.998,5287.998,0.0004
23.04.2019 07:24:00.000,5287.998,5287.998,5287.998,5287.998,0.0002
23.04.2019 07:25:00.000,5287.997,5287.998,5287.997,5287.998,0.0003
23.04.2019 07:26:00.000,5287.998,5293.998,5287.998,5293.998,0.0005
23.04.2019 07:27:00.000,5293.500,5293.500,5289.997,5289.998,0.0004
23.04.2019 07:28:00.000,5289.997,5289.998,5287.997,5287.997,0.0006
23.04.2019 07:29:00.000,5287.998,5287.998,5287.997,5287.997,0.0003
23.04.2019 07:30:00.000,5287.998,5293.998,5287.997,5291.998,0.0005
23.04.2019 07:32:00.000,5291.998,5291.998,5291.997,5291.997,0
23.04.2019 07:33:00.000,5291.998,5297.998,5291.997,5295.998,0.0007
23.04.2019 07:34:00.000,5295.998,5295.998,5293.997,5293.997,0.0004
23.04.2019 07:35:00.000,5293.998,5293.998,5293.997,5293.998,0.0004
23.04.2019 07:36:00.000,5291.998,5293.998,5291.997,5293.998,0.0009
23.04.2019 07:37:00.000,5293.998,5293.998,5293.997,5293.998,0.0004
23.04.2019 07:38:00.000,5293.998,5293.998,5289.997,5289.997,0.0007
23.04.2019 07:39:00.000,5289.998,5289.998,5287.997,5287.998,0.0005
23.04.2019 07:40:00.000,5289.997,5289.998,5287.998,5287.998,0.0003
23.04.2019 07:41:00.000,5287.997,5287.998,5287.997,5287.997,0.0007
23.04.2019 07:42:00.000,5287.998,5289.998,5287.997,5287.998,0.0004
23.04.2019 07:44:00.000,5287.997,5291.998,5287.997,5289.998,0.0004
23.04.2019 07:45:00.000,5289.998,5289.998,5289.997,5289.998,0.0007
23.04.2019 07:46:00.000,5289.998,5293.998,5289.997,5293.998,0.001
23.04.2019 07:47:00.000,5291.998,5291.998,5289.997,5289.997,0.0005
23.04.2019 07:49:00.000,5289.998,5289.998,5289.997,5289.998,0.0004
23.04.2019 07:50:00.000,5289.997,5289.997,5289.997,5289.997,0.0004
23.04.2019 07:51:00.000,5291.998,5291.998,5289.998,5291.997,0.0008
23.04.2019 07:52:00.000,5291.998,5291.998,5291.998,5291.998,0.0001
23.04.2019 07:53:00.000,5291.997,5291.997,5289.997,5289.998,0.0005
23.04.2019 07:54:00.000,5291.997,5291.998,5289.998,5289.998,0.0003
23.04.2019 07:55:00.000,5291.998,5291.998,5289.998,5289.998,0.0006
23.04.2019 07:56:00.000,5289.997,5291.998,5289.997,5289.998,0.0004
23.04.2019 07:57:00.000,5291.997,5291.997,5289.998,5289.998,0.0003
23.04.2019 07:58:00.000,5289.998,5289.998,5289.998,5289.998,0.0001
23.04.2019 07:59:00.000,5289.998,5289.998,5289.997,5289.998,0.001
23.04.2019 08:00:00.000,5289.997,5289.998,5289.997,5289.998,0.0004
23.04.2019 08:01:00.000,5289.997,5291.998,5289.997,5291.998,0.001
23.04.2019 08:03:00.000,5291.997,5295.998,5291.997,5295.998,0.0011
23.04.2019 08:04:00.000,5295.997,5295.998,5295.997,5295.998,0.0008
23.04.2019 08:05:00.000,5295.997,5297.997,5295.997,5297.997,0.0006
23.04.2019 08:06:00.000,5299.997,5301.998,5293.997,5297.998,0.0016
23.04.2019 08:07:00.000,5297.997,5297.997,5293.997,5293.998,0.0003
23.04.2019 08:09:00.000,5293.998,5293.998,5289.997,5289.998,0.0006
23.04.2019 08:10:00.000,5289.997,5289.998,5289.997,5289.998,0.0001
23.04.2019 08:11:00.000,5295.998,5295.998,5289.997,5289.997,0.0007
23.04.2019 08:12:00.000,5289.998,5291.998,5289.998,5291.998,0.0001
23.04.2019 08:13:00.000,5293.997,5295.998,5291.997,5295.997,0.0006
23.04.2019 08:14:00.000,5297.998,5299.997,5295.997,5297.998,0.0012
23.04.2019 08:16:00.000,5297.997,5301.998,5297.997,5301.998,0.0011
23.04.2019 08:17:00.000,5301.997,5305.998,5301.997,5301.997,0.0005
23.04.2019 08:18:00.000,5301.998,5301.998,5299.997,5299.998,0.0005
23.04.2019 08:19:00.000,5299.997,5299.998,5293.997,5299.997,0.0007
23.04.2019 08:20:00.000,5293.998,5297.998,5293.997,5297.998,0.0003
23.04.2019 08:21:00.000,5297.997,5297.998,5295.998,5297.997,0.0003
23.04.2019 08:22:00.000,5297.998,5297.998,5293.997,5293.998,0.0003
23.04.2019 08:23:00.000,5289.998,5289.998,5289.997,5289.998,0.0002
23.04.2019 08:24:00.000,5289.997,5297.998,5289.997,5289.998,0.0006
23.04.2019 08:25:00.000,5289.997,5295.998,5289.997,5295.998,0.0007
23.04.2019 08:26:00.000,5295.997,5295.998,5295.997,5295.998,0.0003
23.04.2019 08:28:00.000,5295.998,5295.998,5295.997,5295.998,0.0004
23.04.2019 08:29:00.000,5295.998,5295.998,5293.997,5293.998,0.0002
23.04.2019 08:30:00.000,5291.998,5293.998,5289.997,5291.997,0.0005
23.04.2019 08:31:00.000,5289.998,5291.998,5289.997,5289.997,0.0003
23.04.2019 08:32:00.000,5289.998,5293.998,5289.997,5291.997,0.0004
