Gmt time,Open,High,Low,Close,Volume
23.04.2019 07:00:00.000,262.197,263.698,262.197,263.398,0.0323
23.04.2019 07:01:00.000,263.398,263.398,262.698,263.098,0.0033
23.04.2019 07:02:00.000,263.198,263.198,262.197,262.198,0.0039
23.04.2019 07:03:00.000,262.398,262.398,262.198,262.397,0.0083
23.04.2019 07:04:00.000,262.397,262.397,261.797,261.798,0.0351
23.04.2019 07:05:00.000,261.698,261.798,261.698,261.698,0.0047
23.04.2019 07:06:00.000,261.698,261.698,261.398,261.598,0.0146
23.04.2019 07:07:00.000,261.598,261.598,261.597,261.597,0.0022
23.04.2019 07:08:00.000,261.598,261.598,261.597,261.597,0.0049
23.04.2019 07:09:00.000,261.898,261.898,261.597,261.598,0.0108
23.04.2019 07:10:00.000,261.598,261.698,261.098,261.098,0.0173
23.04.2019 07:11:00.000,261.098,261.398,261.098,261.098,0.0106
23.04.2019 07:12:00.000,261.098,261.498,260.997,261.198,0.0375
23.04.2019 07:13:00.000,261.297,261.298,260.997,261.097,0.0133
23.04.2019 07:14:00.000,261.097,261.098,260.797,260.998,0.0093
23.04.2019 07:15:00.000,260.950,260.950,260.597,260.698,0.0196
23.04.2019 07:16:00.000,260.898,261.098,260.897,261.098,0.0393
23.04.2019 07:17:00.000,261.198,261.498,261.197,261.498,0.0097
23.04.2019 07:18:00.000,261.497,261.698,261.297,261.297,0.0216
23.04.2019 07:19:00.000,261.297,261.398,261.098,261.398,0.0086
23.04.2019 07:20:00.000,261.397,261.598,261.397,261.498,0.0452
23.04.2019 07:21:00.000,261.497,261.598,261.397,261.598,0.0048
23.04.2019 07:22:00.000,261.598,261.698,261.598,261.698,0.0021
23.04.2019 07:23:00.000,261.598,261.598,261.497,261.598,0.0028
23.04.2019 07:24:00.000,261.597,261.698,261.498,261.597,0.0116
23.04.2019 07:25:00.000,261.598,261.598,261.398,261.498,0.0231
23.04.2019 07:26:00.000,261.597,261.598,261.497,261.598,0.0387
23.04.2019 07:27:00.000,261.698,261.898,261.498,261.698,0.0198
23.04.2019 07:28:00.000,261.798,261.798,261.797,261.798,0.0204
23.04.2019 07:29:00.000,261.797,261.797,261.398,261.698,0.0216
23.04.2019 07:30:00.000,261.697,261.898,261.697,261.898,0.0227
23.04.2019 07:31:00.000,261.898,261.898,261.798,261.798,0.0166
23.04.2019 07:32:00.000,261.898,261.998,261.698,261.998,0.0195
23.04.2019 07:33:00.000,261.798,261.798,261.697,261.698,0.0096
23.04.2019 07:34:00.000,261.797,261.798,261.797,261.798,0.0125
23.04.2019 07:35:00.000,261.797,261.798,261.098,261.098,0.0435
23.04.2019 07:36:00.000,261.098,261.098,260.997,260.998,0.0112
23.04.2019 07:37:00.000,261.098,261.098,261.097,261.098,0.0204
23.04.2019 07:38:00.000,260.998,260.998,260.797,260.898,0.0432
23.04.2019 07:39:00.000,260.897,260.897,260.598,260.598,0.0709
23.04.2019 07:40:00.000,260.798,260.798,260.697,260.697,0.0569
23.04.2019 07:41:00.000,260.798,260.798,260.797,260.798,0.0071
23.04.2019 07:42:00.000,260.998,260.998,260.797,260.898,0.0545
23.04.2019 07:43:00.000,260.997,261.098,260.997,261.098,0.0061
23.04.2019 07:44:00.000,260.998,261.098,260.997,260.998,0.0163
23.04.2019 07:45:00.000,260.997,260.998,260.698,260.698,0.0272
23.04.2019 07:46:00.000,260.697,260.698,260.498,260.598,0.0185
23.04.2019 07:47:00.000,260.498,260.498,260.297,260.298,0.0309
23.04.2019 07:48:00.000,260.498,260.598,260.497,260.598,0.0327
23.04.2019 07:49:00.000,260.597,260.698,260.497,260.498,0.0305
23.04.2019 07:50:00.000,260.598,260.798,260.498,260.698,0.0164
23.04.2019 07:51:00.000,260.598,260.898,260.598,260.898,0.031
23.04.2019 07:52:00.000,260.898,260.898,260.797,260.798,0.0183
23.04.2019 07:53:00.000,260.797,260.898,260.797,260.797,0.0357
23.04.2019 07:54:00.000,260.798,260.898,260.497,260.497,0.0213
23.04.2019 07:55:00.000,260.497,260.497,260.398,260.497,0.0092
23.04.2019 07:56:00.000,260.497,260.498,259.997,259.997,0.0375
23.04.2019 07:57:00.000,259.998,260.098,259.997,259.997,0.0059
23.04.2019 07:58:00.000,259.998,259.998,259.797,259.898,0.0719
23.04.2019 07:59:00.000,259.898,259.998,259.797,259.798,0.0245
23.04.2019 08:00:00.000,259.897,259.998,259.698,259.898,0.0312
23.04.2019 08:01:00.000,259.897,260.098,259.897,260.098,0.0486
23.04.2019 08:02:00.000,260.098,260.198,260.097,260.198,0.0269
23.04.2019 08:03:00.000,260.298,260.398,260.197,260.197,0.0588
23.04.2019 08:04:00.000,260.198,260.298,260.197,260.298,0.0277
23.04.2019 08:05:00.000,260.197,260.198,259.997,259.997,0.0383
23.04.2019 08:06:00.000,259.998,259.998,259.797,259.798,0.0567
23.04.2019 08:07:00.000,259.898,260.198,259.898,260.098,0.1027
23.04.2019 08:08:00.000,260.197,260.298,259.897,259.998,0.1227
23.04.2019 08:09:00.000,260.098,260.198,260.097,260.098,0.0271
23.04.2019 08:10:00.000,260.098,260.098,259.997,259.998,0.0301
23.04.2019 08:11:00.000,259.997,259.997,259.897,259.898,0.037
23.04.2019 08:12:00.000,259.897,259.998,259.897,259.898,0.0146
23.04.2019 08:13:00.000,259.698,260.098,259.697,259.998,0.0444
23.04.2019 08:14:00.000,260.098,260.098,259.698,259.698,0.0349
23.04.2019 08:15:00.000,259.797,259.797,259.498,259.597,0.0405
23.04.2019 08:16:00.000,259.598,259.598,259.598,259.598,0.002
23.04.2019 08:17:00.000,259.597,259.598,259.597,259.598,0.0056
23.04.2019 08:18:00.000,259.598,259.598,259.398,259.398,0.0065
23.04.2019 08:19:00.000,259.497,259.598,259.497,259.498,0.0404
23.04.2019 08:20:00.000,259.598,259.598,259.497,259.497,0.0329
23.04.2019 08:21:00.000,259.498,259.498,259.497,259.498,0.0071
23.04.2019 08:22:00.000,259.497,259.498,259.497,259.498,0.0051
23.04.2019 08:23:00.000,259.597,259.598,259.397,259.397,0.0355
23.04.2019 08:24:00.000,259.497,259.498,259.497,259.498,0.0106
23.04.2019 08:25:00.000,259.498,259.498,259.397,259.497,0.0161
23.04.2019 08:26:00.000,259.497,259.498,259.297,259.498,0.028
23.04.2019 08:27:00.000,259.598,259.598,259.597,259.597,0.004
23.04.2019 08:28:00.000,259.575,259.575,259.298,259.398,0.0104
23.04.2019 08:29:00.000,259.398,259.398,259.198,259.198,0.0151
23.04.2019 08:30:00.000,259.297,259.297,259.197,259.197,0.0123
23.04.2019 08:31:00.000,259.198,259.198,259.197,259.197,0.0056
23.04.2019 08:32:00.000,259.198,259.298,259.097,259.198,0.0172
23.04.2019 08:33:00.000,259.297,259.298,259.097,259.097,0.0199
23.04.2019 08:34:00.000,259.198,259.198,258.897,258.897,0.0381
23.04.2019 08:35:00.000,258.898,258.898,258.697,258.797,0.0413
23.04.2019 08:36:00.000,258.798,258.798,258.797,258.798,0.0249
23.04.2019 08:37:00.000,258.798,258.798,258.697,258.798,0.0278
23.04.2019 08:38:00.000,258.775,258.798,258.597,258.698,0.0395
23.04.2019 08:39:00.000,258.798,258.798,258.697,258.798,0.0054
23.04.2019 08:40:00.000,258.797,258.898,258.697,258.798,0.022
23.04.2019 08:41:00.000,258.898,258.998,258.897,258.998,0.05
23.04.2019 08:42:00.000,258.997,258.998,258.997,258.997,0.0543
23.04.2019 08:43:00.000,258.998,259.098,258.998,259.098,0.0158
23.04.2019 08:44:00.000,258.998,258.998,258.997,258.998,0.0552
23.04.2019 08:45:00.000,258.998,259.098,258.998,259.097,0.0205
23.04.2019 08:46:00.000,259.098,259.098,258.798,258.897,0.024
23.04.2019 08:47:00.000,258.898,258.898,258.898,258.898,0.0008
23.04.2019 08:48:00.000,258.897,258.898,258.798,258.798,0.0071
23.04.2019 08:49:00.000,258.797,258.997,258.797,258.997,0.025
23.04.2019 08:50:00.000,258.998,258.998,258.997,258.997,0.0058
23.04.2019 08:51:00.000,258.998,258.998,258.897,258.898,0.0221
23.04.2019 08:52:00.000,258.998,259.098,258.997,258.998,0.0229
23.04.2019 08:53:00.000,259.197,259.298,259.097,259.198,0.0095
23.04.2019 08:54:00.000,259.197,259.198,259.197,259.197,0.0142
23.04.2019 08:55:00.000,259.198,259.298,258.998,259.097,0.0677
23.04.2019 08:56:00.000,259.098,259.297,259.097,259.198,0.0503
23.04.2019 08:57:00.000,259.198,259.198,258.998,258.998,0.014
23.04.2019 08:58:00.000,258.998,259.098,258.997,258.998,0.0222
23.04.2019 08:59:00.000,258.898,258.998,258.897,258.997,0.0088
23.04.2019 09:00:00.000,258.898,258.998,258.697,258.797,0.0816
23.04.2019 09:01:00.000,258.698,258.798,258.597,258.697,0.0113
23.04.2019 09:02:00.000,258.598,258.698,258.597,258.697,0.0068
23.04.2019 09:03:00.000,258.698,258.698,258.697,258.697,0.0135
23.04.2019 09:04:00.000,258.698,258.698,258.598,258.598,0.0238
23.04.2019 09:05:00.000,258.597,258.598,258.597,258.598,0.012
23.04.2019 09:06:00.000,258.597,258.598,258.597,258.598,0.0272
23.04.2019 09:07:00.000,258.697,258.798,258.697,258.797,0.0209
23.04.2019 09:08:00.000,258.798,258.798,258.697,258.697,0.0313
23.04.2019 09:09:00.000,258.597,258.697,258.597,258.697,0.0138
23.04.2019 09:10:00.000,258.698,258.698,258.497,258.498,0.0344
23.04.2019 09:11:00.000,258.497,258.498,258.497,258.497,0.0376
23.04.2019 09:12:00.000,258.497,258.498,258.297,258.498,0.0878
23.04.2019 09:13:00.000,258.597,258.598,258.497,258.498,0.0265
23.04.2019 09:14:00.000,258.497,258.498,258.197,258.197,0.0456
23.04.2019 09:15:00.000,258.198,258.198,257.997,257.998,0.0825
23.04.2019 09:16:00.000,257.997,257.998,257.997,257.998,0.1047
23.04.2019 09:17:00.000,257.997,257.998,257.997,257.997,0.0237
23.04.2019 09:18:00.000,257.998,257.998,257.997,257.998,0.0275
23.04.2019 09:19:00.000,257.997,258.098,257.997,258.098,0.0245
23.04.2019 09:20:00.000,258.097,258.097,257.897,257.998,0.0699
23.04.2019 09:21:00.000,258.097,258.098,257.998,258.098,0.057
23.04.2019 09:22:00.000,258.098,258.098,258.097,258.098,0.0074
23.04.2019 09:23:00.000,258.097,258.098,258.097,258.097,0.0036
23.04.2019 09:24:00.000,258.098,258.098,257.898,257.997,0.016
23.04.2019 09:25:00.000,257.998,257.998,257.797,257.898,0.0187
23.04.2019 09:26:00.000,257.897,257.898,257.797,257.897,0.0181
23.04.2019 09:27:00.000,257.898,257.898,257.898,257.898,0.0011
23.04.2019 09:28:00.000,257.897,257.897,257.698,257.698,0.0084
23.04.2019 09:29:00.000,257.698,257.698,257.598,257.598,0.0012
23.04.2019 09:30:00.000,257.597,257.698,257.498,257.498,0.0363
23.04.2019 09:31:00.000,257.498,257.498,257.497,257.498,0.0354
23.04.2019 09:32:00.000,257.398,257.498,257.397,257.498,0.0101
23.04.2019 09:33:00.000,257.597,257.698,257.497,257.698,0.037
23.04.2019 09:34:00.000,257.697,257.798,257.697,257.797,0.0393
23.04.2019 09:35:00.000,257.798,257.898,257.797,257.898,0.0618
23.04.2019 09:36:00.000,257.998,258.097,257.997,258.097,0.0692
23.04.2019 09:37:00.000,258.098,258.098,258.097,258.097,0.0329
23.04.2019 09:38:00.000,258.098,258.098,257.797,257.797,0.0206
23.04.2019 09:39:00.000,257.797,257.798,257.697,257.798,0.0365
23.04.2019 09:40:00.000,257.797,257.898,257.797,257.898,0.0929
23.04.2019 09:41:00.000,257.897,257.998,257.897,257.998,0.0317
23.04.2019 09:42:00.000,257.997,258.098,257.997,257.998,0.0931
23.04.2019 09:43:00.000,257.997,257.998,257.997,257.998,0.0152
23.04.2019 09:44:00.000,257.997,257.998,257.997,257.998,0.0239
23.04.2019 09:45:00.000,257.997,258.098,257.897,257.898,0.0501
23.04.2019 09:46:00.000,257.897,257.998,257.798,257.898,0.0222
23.04.2019 09:47:00.000,257.897,257.997,257.897,257.898,0.0167
23.04.2019 09:48:00.000,257.898,257.998,257.897,257.997,0.0237
23.04.2019 09:49:00.000,257.998,257.998,257.897,257.998,0.0319
23.04.2019 09:50:00.000,257.997,257.998,257.897,257.898,0.0426
23.04.2019 09:51:00.000,257.897,257.898,257.798,257.798,0.0189
23.04.2019 09:52:00.000,257.897,257.898,257.797,257.797,0.0161
23.04.2019 09:53:00.000,257.897,257.898,257.798,257.798,0.0023
23.04.2019 09:54:00.000,257.797,257.798,257.797,257.798,0.0182
23.04.2019 09:55:00.000,257.797,257.798,257.797,257.798,0.0387
23.04.2019 09:56:00.000,257.898,257.898,257.897,257.898,0.01
23.04.2019 09:57:00.000,257.897,257.898,257.897,257.898,0.0132
23.04.2019 09:58:00.000,257.897,257.897,257.798,257.798,0.004
23.04.2019 09:59:00.000,257.898,257.998,257.897,257.997,0.0248
23.04.2019 10:00:00.000,257.898,257.898,257.898,257.898,0.009
23.04.2019 10:01:00.000,257.997,257.998,257.997,257.998,0.0032
23.04.2019 10:02:00.000,257.998,257.998,257.997,257.998,0.0213
23.04.2019 10:04:00.000,257.997,257.998,257.997,257.998,0.0245
23.04.2019 10:05:00.000,257.998,257.998,257.998,257.998,0.0047
23.04.2019 10:06:00.000,257.997,257.997,257.798,257.798,0.0139
23.04.2019 10:07:00.000,257.698,257.798,257.597,257.598,0.0381
23.04.2019 10:08:00.000,257.597,257.698,257.498,257.498,0.0658
23.04.2019 10:09:00.000,257.497,257.498,257.398,257.498,0.0235
23.04.2019 10:10:00.000,257.497,257.497,256.998,257.197,0.0809
23.04.2019 10:11:00.000,257.198,257.198,257.097,257.098,0.0232
23.04.2019 10:12:00.000,257.198,257.198,257.098,257.197,0.022
23.04.2019 10:13:00.000,257.097,257.198,257.097,257.198,0.0126
23.04.2019 10:14:00.000,257.197,257.198,256.997,257.098,0.0421
23.04.2019 10:15:00.000,257.097,257.098,256.697,256.798,0.1398
23.04.2019 10:16:00.000,256.897,256.897,256.797,256.798,0.0416
23.04.2019 10:17:00.000,256.797,256.798,256.797,256.797,0.0342
23.04.2019 10:18:00.000,256.797,256.898,256.697,256.798,0.0546
23.04.2019 10:19:00.000,256.698,257.198,256.697,257.198,0.039
23.04.2019 10:20:00.000,257.198,257.298,257.197,257.297,0.0441
23.04.2019 10:21:00.000,257.298,257.298,257.297,257.297,0.011
23.04.2019 10:22:00.000,257.298,257.398,257.297,257.297,0.0562
23.04.2019 10:23:00.000,257.298,257.398,257.297,257.298,0.0612
23.04.2019 10:24:00.000,257.297,257.398,257.297,257.298,0.0405
23.04.2019 10:25:00.000,257.398,257.398,257.398,257.398,0.0126
23.04.2019 10:26:00.000,257.497,257.598,257.497,257.598,0.0558
23.04.2019 10:27:00.000,257.698,257.698,257.697,257.697,0.0075
23.04.2019 10:28:00.000,257.698,257.698,257.697,257.698,0.0408
23.04.2019 10:29:00.000,257.598,257.598,257.597,257.598,0.0624
23.04.2019 10:30:00.000,257.597,257.598,257.497,257.497,0.1383
23.04.2019 10:31:00.000,257.498,257.597,257.397,257.597,0.0765
23.04.2019 10:32:00.000,257.598,257.598,257.597,257.598,0.0354
23.04.2019 10:33:00.000,257.598,257.598,257.598,257.598,0.0024
23.04.2019 10:34:00.000,257.598,257.598,257.397,257.397,0.0618
23.04.2019 10:35:00.000,257.398,257.398,257.397,257.398,0.0158
23.04.2019 10:36:00.000,257.397,257.398,257.397,257.397,0.0445
23.04.2019 10:37:00.000,257.398,257.498,257.398,257.498,0.0344
23.04.2019 10:38:00.000,257.597,257.598,257.498,257.498,0.0295
23.04.2019 10:39:00.000,257.497,257.498,257.497,257.498,0.0411
23.04.2019 10:40:00.000,257.498,257.498,257.397,257.398,0.0891
23.04.2019 10:41:00.000,257.398,257.398,257.397,257.397,0.0686
23.04.2019 10:42:00.000,257.398,257.398,257.398,257.398,0.0324
23.04.2019 10:43:00.000,257.398,257.498,257.397,257.497,0.1313
23.04.2019 10:44:00.000,257.497,257.498,257.497,257.497,0.0184
23.04.2019 10:45:00.000,257.498,257.498,257.398,257.498,0.0483
23.04.2019 10:46:00.000,257.497,257.498,257.397,257.398,0.0513
23.04.2019 10:47:00.000,257.497,257.498,257.397,257.497,0.0607
23.04.2019 10:48:00.000,257.498,257.498,257.497,257.497,0.0467
23.04.2019 10:49:00.000,257.498,257.498,257.497,257.497,0.0099
23.04.2019 10:50:00.000,257.498,257.498,257.497,257.497,0.0099
23.04.2019 10:51:00.000,257.498,257.698,257.498,257.698,0.0306
23.04.2019 10:52:00.000,257.597,257.597,257.597,257.597,0.0103
23.04.2019 10:53:00.000,257.698,257.698,257.597,257.598,0.0392
23.04.2019 10:54:00.000,257.598,257.698,257.598,257.598,0.0182
23.04.2019 10:55:00.000,257.597,257.698,257.597,257.698,0.049
23.04.2019 10:57:00.000,257.698,257.698,257.597,257.698,0.0291
23.04.2019 10:58:00.000,257.598,257.698,257.598,257.698,0.0171
23.04.2019 10:59:00.000,257.698,257.698,257.697,257.698,0.0231
23.04.2019 11:00:00.000,257.697,257.698,257.598,257.598,0.0056
23.04.2019 11:02:00.000,257.698,258.098,257.698,258.098,0.0272
23.04.2019 11:03:00.000,258.097,258.198,257.998,258.097,0.058
23.04.2019 11:04:00.000,258.097,258.097,257.897,257.998,0.0302
23.04.2019 11:05:00.000,257.898,257.898,257.798,257.897,0.0051
23.04.2019 11:06:00.000,257.898,257.998,257.897,257.997,0.0137
23.04.2019 11:07:00.000,257.998,257.998,257.897,257.898,0.0182
23.04.2019 11:08:00.000,257.897,257.898,257.897,257.898,0.0068
23.04.2019 11:09:00.000,257.897,257.898,257.798,257.798,0.0091
23.04.2019 11:10:00.000,257.797,257.798,257.698,257.698,0.0288
23.04.2019 11:11:00.000,257.698,257.798,257.697,257.798,0.0316
23.04.2019 11:12:00.000,257.797,257.798,257.698,257.698,0.0143
23.04.2019 11:13:00.000,257.697,257.798,257.697,257.698,0.0324
23.04.2019 11:14:00.000,257.697,257.698,257.697,257.698,0.0211
23.04.2019 11:15:00.000,257.697,257.798,257.697,257.797,0.0385
23.04.2019 11:16:00.000,257.798,257.998,257.798,257.998,0.0483
23.04.2019 11:17:00.000,257.998,258.098,257.998,258.097,0.0236
23.04.2019 11:18:00.000,258.097,258.298,258.097,258.197,0.0259
23.04.2019 11:19:00.000,258.297,258.298,258.197,258.298,0.012
23.04.2019 11:20:00.000,258.297,258.398,258.297,258.397,0.0215
23.04.2019 11:21:00.000,258.398,258.398,258.297,258.398,0.0358
23.04.2019 11:22:00.000,258.397,258.398,258.397,258.398,0.0097
23.04.2019 11:23:00.000,258.397,258.398,258.197,258.297,0.0779
23.04.2019 11:24:00.000,258.298,258.298,258.198,258.297,0.0277
23.04.2019 11:25:00.000,258.298,258.398,258.297,258.398,0.0235
23.04.2019 11:26:00.000,258.298,258.298,258.297,258.298,0.0192
23.04.2019 11:28:00.000,258.297,258.297,258.197,258.198,0.016
23.04.2019 11:29:00.000,258.197,258.298,258.197,258.298,0.0382
23.04.2019 11:30:00.000,258.197,258.298,258.197,258.298,0.0085
23.04.2019 11:31:00.000,258.398,258.398,258.397,258.398,0.0303
23.04.2019 11:32:00.000,258.397,258.398,258.397,258.397,0.0284
23.04.2019 11:33:00.000,258.398,258.398,258.398,258.398,0.0034
23.04.2019 11:34:00.000,258.397,258.498,258.397,258.497,0.0342
